0.200000 0.010140
0.300000 0.010610
0.500000 0.010170
0.600000 0.010660
0.700000 0.010670
0.900000 0.012820
1.000000 0.012130
1.100000 0.014240
1.300000 0.014720
1.400000 0.014780
1.500000 0.015790
1.700000 0.016450
1.800000 0.015990
1.900000 0.016830
2.100000 0.017250
2.200000 0.018060
2.300000 0.018160
2.500000 0.018720
2.600000 0.018940
2.700000 0.019470
2.900000 0.020100
3.000000 0.020890
3.100000 0.021930
3.300000 0.022350
3.400000 0.022880
3.500000 0.024370
3.700000 0.024890
3.800000 0.026160
3.900000 0.025970
4.100000 0.037760
4.200000 0.038230
4.300000 0.049750
4.500000 0.070680
4.600000 0.051660
4.700000 0.052850
4.900000 0.054530
5.000000 0.055060
5.100000 0.067310
5.300000 0.048420
5.400000 0.039540
5.500000 0.041320
5.700000 0.043570
5.800000 0.044770
5.900000 0.047590
6.100000 0.049810
6.200000 0.051730
6.300000 0.054590
6.500000 0.056450
6.600000 0.059620
6.700000 0.062980
6.900000 0.065880
7.000000 0.068480
7.100000 0.071810
7.300000 0.077100
7.400000 0.081210
7.500000 0.084450
7.700000 0.091070
7.800000 0.094850
7.900000 0.100830
8.100000 0.107010
8.200000 0.122463
8.300000 0.130944
8.500000 0.140327
8.600000 0.145794
8.700000 0.155859
8.900000 0.165231
9.000000 0.174790
9.100000 0.184833
9.300000 0.197934
9.400000 0.206921
9.500000 0.217404
9.700000 0.230736
9.800000 0.241120
9.900000 0.251592
10.100000 0.269731
10.300000 0.301059
10.500000 0.322168
10.600000 0.346918
10.700000 0.372229
10.800000 1.000000
