0.100000 0.012726
0.150000 0.012911
0.200000 0.013149
0.400000 0.012753
0.500000 0.014094
0.600000 0.014103
0.800000 0.012438
0.900000 0.012717
1.000000 0.012816
1.200000 0.013248
1.300000 0.013302
1.400000 0.014211
1.600000 0.014805
1.700000 0.014391
1.800000 0.015147
2.000000 0.015525
2.100000 0.016254
2.200000 0.016344
2.400000 0.016848
2.500000 0.017046
2.600000 0.017523
2.800000 0.018090
2.900000 0.018801
3.000000 0.019737
3.200000 0.020115
3.300000 0.020592
3.400000 0.021933
3.600000 0.022401
3.700000 0.023544
3.800000 0.023373
4.000000 0.024984
4.100000 0.028230
4.200000 0.029750
4.400000 0.030680
4.500000 0.031660
4.600000 0.032850
4.800000 0.034530
4.900000 0.035060
5.000000 0.037310
5.200000 0.038420
5.300000 0.039540
5.400000 0.041320
5.600000 0.043570
5.700000 0.046008  
5.800000 0.047870  
6.000000 0.043564  
6.200000 0.044783  
6.300000 0.046851  
6.400000 0.046211  
6.600000 0.049959  
6.700000 0.051429  
6.800000 0.053676  
7.000000 0.063473  
7.200000 0.068848  
7.300000 0.071663  
7.400000 0.076367  
7.600000 0.081806  
7.700000 0.091101  
7.800000 0.099135  
8.000000 0.106869  
8.100000 0.110649  
8.200000 0.117977  
8.400000 0.124878  
8.500000 0.131080  
8.600000 0.139685  
8.800000 0.149241  
8.900000 0.155842  
9.000000 0.163800  
9.200000 0.174548  
9.300000 0.189021  
9.400000 0.204637  
9.600000 0.218958  
9.700000 0.242982  
9.800000 0.258057  
10.000000 0.276799  
10.100000 0.296921
10.200000 1.000000
